generations,avg_obj
0,0.5274912594366513
1,0.39438534790371743
2,0.33345104043792073
3,0.29284800574890907
4,0.26143671027392795
5,0.2386988896671304
6,0.2213181127105365
7,0.20765639769884012
8,0.19816667456175557
9,0.1976430782449408
10,0.1976430782449408
11,0.1976430782449408
12,0.1976430782449408
13,0.1976430782449408
14,0.1976430782449408
15,0.1976430782449408
16,0.1976430782449408
17,0.1976430782449408
18,0.1976430782449408
19,0.1976430782449408
20,0.1976430782449408
21,0.1976430782449408
22,0.1976430782449408
23,0.1976430782449408
24,0.1976430782449408
25,0.1976430782449408
26,0.1976430782449408
27,0.1976430782449408
28,0.1976430782449408
29,0.1976430782449408
30,0.1976430782449408
31,0.1976430782449408
32,0.1976430782449408
33,0.1976430782449408
34,0.1976430782449408
35,0.1976430782449408
36,0.1976430782449408
37,0.1976430782449408
38,0.1976430782449408
39,0.1976430782449408
40,0.1976430782449408
41,0.1976430782449408
42,0.1976430782449408
43,0.1976430782449408
44,0.1976430782449408
45,0.1976430782449408
46,0.1976430782449408
47,0.1976430782449408
48,0.1976430782449408
49,0.1976430782449408
50,0.1976430782449408
51,0.1976430782449408
52,0.1976430782449408
53,0.1976430782449408
54,0.1976430782449408
55,0.1976430782449408
56,0.1976430782449408
57,0.1976430782449408
58,0.1976430782449408
59,0.1976430782449408
